Survey,Date,Count,Value,Site,Station,Month,Analyte
CEMP,12/4/2023,96,10.07,ANH,D12A,12,DissolvedOxygen
CEMP,12/5/2023,96,10.08,ANH,D12A,12,DissolvedOxygen
CEMP,12/6/2023,96,10.04,ANH,D12A,12,DissolvedOxygen
CEMP,12/7/2023,96,9.92,ANH,D12A,12,DissolvedOxygen
CEMP,12/8/2023,96,9.89,ANH,D12A,12,DissolvedOxygen
CEMP,12/9/2023,96,9.96,ANH,D12A,12,DissolvedOxygen
CEMP,12/10/2023,96,9.98,ANH,D12A,12,DissolvedOxygen
CEMP,12/11/2023,96,9.94,ANH,D12A,12,DissolvedOxygen
CEMP,12/12/2023,96,9.9,ANH,D12A,12,DissolvedOxygen
CEMP,12/13/2023,96,9.89,ANH,D12A,12,DissolvedOxygen
CEMP,12/14/2023,96,9.88,ANH,D12A,12,DissolvedOxygen
CEMP,12/15/2023,96,9.88,ANH,D12A,12,DissolvedOxygen
CEMP,12/16/2023,96,9.87,ANH,D12A,12,DissolvedOxygen
CEMP,12/17/2023,96,9.87,ANH,D12A,12,DissolvedOxygen
CEMP,12/18/2023,96,9.84,ANH,D12A,12,DissolvedOxygen
CEMP,12/19/2023,96,9.8,ANH,D12A,12,DissolvedOxygen
CEMP,12/20/2023,96,9.77,ANH,D12A,12,DissolvedOxygen
CEMP,12/21/2023,96,9.75,ANH,D12A,12,DissolvedOxygen
CEMP,12/22/2023,96,9.75,ANH,D12A,12,DissolvedOxygen
CEMP,12/23/2023,96,9.83,ANH,D12A,12,DissolvedOxygen
CEMP,12/24/2023,96,9.87,ANH,D12A,12,DissolvedOxygen
CEMP,12/25/2023,96,9.85,ANH,D12A,12,DissolvedOxygen
CEMP,12/26/2023,96,9.8,ANH,D12A,12,DissolvedOxygen
CEMP,12/27/2023,96,9.73,ANH,D12A,12,DissolvedOxygen
CEMP,12/28/2023,96,9.68,ANH,D12A,12,DissolvedOxygen
CEMP,12/29/2023,96,9.6,ANH,D12A,12,DissolvedOxygen
CEMP,12/30/2023,96,9.54,ANH,D12A,12,DissolvedOxygen
CEMP,12/31/2023,96,9.51,ANH,D12A,12,DissolvedOxygen
CEMP,1/1/2024,96,9.47,ANH,D12A,1,DissolvedOxygen
CEMP,1/2/2024,96,9.51,ANH,D12A,1,DissolvedOxygen
CEMP,1/3/2024,96,9.62,ANH,D12A,1,DissolvedOxygen
CEMP,1/4/2024,96,9.74,ANH,D12A,1,DissolvedOxygen
CEMP,1/5/2024,96,9.83,ANH,D12A,1,DissolvedOxygen
CEMP,1/6/2024,96,9.81,ANH,D12A,1,DissolvedOxygen
CEMP,1/7/2024,96,9.96,ANH,D12A,1,DissolvedOxygen
CEMP,1/8/2024,96,10.03,ANH,D12A,1,DissolvedOxygen
CEMP,1/9/2024,96,10.02,ANH,D12A,1,DissolvedOxygen
CEMP,1/10/2024,96,10.11,ANH,D12A,1,DissolvedOxygen
CEMP,1/11/2024,96,10.28,ANH,D12A,1,DissolvedOxygen
CEMP,1/12/2024,96,10.3,ANH,D12A,1,DissolvedOxygen
CEMP,1/13/2024,96,10.28,ANH,D12A,1,DissolvedOxygen
CEMP,1/14/2024,96,10.35,ANH,D12A,1,DissolvedOxygen
CEMP,1/15/2024,96,10.35,ANH,D12A,1,DissolvedOxygen
CEMP,1/16/2024,96,10.35,ANH,D12A,1,DissolvedOxygen
CEMP,1/17/2024,96,10.35,ANH,D12A,1,DissolvedOxygen
CEMP,1/18/2024,96,10.36,ANH,D12A,1,DissolvedOxygen
CEMP,1/19/2024,96,10.32,ANH,D12A,1,DissolvedOxygen
CEMP,1/20/2024,96,10.31,ANH,D12A,1,DissolvedOxygen
CEMP,1/21/2024,96,10.31,ANH,D12A,1,DissolvedOxygen
CEMP,1/22/2024,96,10.25,ANH,D12A,1,DissolvedOxygen
CEMP,1/23/2024,96,10.21,ANH,D12A,1,DissolvedOxygen
CEMP,1/24/2024,96,10.13,ANH,D12A,1,DissolvedOxygen
CEMP,1/25/2024,96,10.06,ANH,D12A,1,DissolvedOxygen
CEMP,1/26/2024,96,9.98,ANH,D12A,1,DissolvedOxygen
CEMP,1/27/2024,96,9.83,ANH,D12A,1,DissolvedOxygen
CEMP,1/28/2024,96,9.7,ANH,D12A,1,DissolvedOxygen
CEMP,1/29/2024,96,9.56,ANH,D12A,1,DissolvedOxygen
CEMP,1/30/2024,96,9.43,ANH,D12A,1,DissolvedOxygen
CEMP,1/31/2024,96,9.3,ANH,D12A,1,DissolvedOxygen
CEMP,2/1/2024,96,9.33,ANH,D12A,2,DissolvedOxygen
CEMP,2/2/2024,96,9.33,ANH,D12A,2,DissolvedOxygen
CEMP,2/3/2024,96,9.36,ANH,D12A,2,DissolvedOxygen
CEMP,2/4/2024,96,9.61,ANH,D12A,2,DissolvedOxygen
CEMP,2/5/2024,96,9.68,ANH,D12A,2,DissolvedOxygen
CEMP,2/6/2024,96,9.56,ANH,D12A,2,DissolvedOxygen
CEMP,2/7/2024,96,9.55,ANH,D12A,2,DissolvedOxygen
CEMP,2/8/2024,96,9.62,ANH,D12A,2,DissolvedOxygen
CEMP,2/9/2024,96,9.49,ANH,D12A,2,DissolvedOxygen
CEMP,2/10/2024,96,9.43,ANH,D12A,2,DissolvedOxygen
CEMP,2/11/2024,96,9.4,ANH,D12A,2,DissolvedOxygen
CEMP,2/12/2024,96,9.26,ANH,D12A,2,DissolvedOxygen
CEMP,2/13/2024,96,9.17,ANH,D12A,2,DissolvedOxygen
CEMP,2/14/2024,96,9.1,ANH,D12A,2,DissolvedOxygen
CEMP,2/15/2024,96,9.1,ANH,D12A,2,DissolvedOxygen
CEMP,2/16/2024,96,9.07,ANH,D12A,2,DissolvedOxygen
CEMP,2/17/2024,96,9.06,ANH,D12A,2,DissolvedOxygen
CEMP,2/18/2024,96,9.23,ANH,D12A,2,DissolvedOxygen
CEMP,2/19/2024,96,9.42,ANH,D12A,2,DissolvedOxygen
CEMP,2/20/2024,96,9.52,ANH,D12A,2,DissolvedOxygen
CEMP,2/21/2024,96,9.57,ANH,D12A,2,DissolvedOxygen
CEMP,2/22/2024,96,9.53,ANH,D12A,2,DissolvedOxygen
CEMP,2/23/2024,96,9.46,ANH,D12A,2,DissolvedOxygen
CEMP,2/24/2024,96,9.34,ANH,D12A,2,DissolvedOxygen
CEMP,2/25/2024,96,9.19,ANH,D12A,2,DissolvedOxygen
CEMP,2/26/2024,96,9.12,ANH,D12A,2,DissolvedOxygen
CEMP,2/27/2024,96,9.12,ANH,D12A,2,DissolvedOxygen
CEMP,2/28/2024,96,9.04,ANH,D12A,2,DissolvedOxygen
CEMP,2/29/2024,96,9.04,ANH,D12A,2,DissolvedOxygen
CEMP,3/1/2024,96,9.13,ANH,D12A,3,DissolvedOxygen
CEMP,3/2/2024,96,9.37,ANH,D12A,3,DissolvedOxygen
CEMP,3/3/2024,96,9.53,ANH,D12A,3,DissolvedOxygen
CEMP,3/4/2024,96,9.61,ANH,D12A,3,DissolvedOxygen
CEMP,3/5/2024,96,9.68,ANH,D12A,3,DissolvedOxygen
CEMP,3/6/2024,96,9.73,ANH,D12A,3,DissolvedOxygen
CEMP,3/7/2024,96,9.82,ANH,D12A,3,DissolvedOxygen
CEMP,3/8/2024,96,9.9,ANH,D12A,3,DissolvedOxygen
CEMP,3/9/2024,96,9.93,ANH,D12A,3,DissolvedOxygen
CEMP,3/10/2024,96,9.89,ANH,D12A,3,DissolvedOxygen
CEMP,3/11/2024,96,9.84,ANH,D12A,3,DissolvedOxygen
CEMP,3/12/2024,96,9.8,ANH,D12A,3,DissolvedOxygen
CEMP,3/13/2024,96,9.88,ANH,D12A,3,DissolvedOxygen
CEMP,3/14/2024,96,10.07,ANH,D12A,3,DissolvedOxygen
CEMP,3/15/2024,96,10.15,ANH,D12A,3,DissolvedOxygen
CEMP,3/16/2024,96,10.05,ANH,D12A,3,DissolvedOxygen
CEMP,3/17/2024,96,10.06,ANH,D12A,3,DissolvedOxygen
CEMP,3/18/2024,96,10.05,ANH,D12A,3,DissolvedOxygen
CEMP,3/19/2024,96,10.07,ANH,D12A,3,DissolvedOxygen
CEMP,3/20/2024,96,10.08,ANH,D12A,3,DissolvedOxygen
CEMP,3/21/2024,96,10.07,ANH,D12A,3,DissolvedOxygen
CEMP,3/22/2024,96,10,ANH,D12A,3,DissolvedOxygen
CEMP,3/23/2024,96,9.88,ANH,D12A,3,DissolvedOxygen
CEMP,3/24/2024,96,9.87,ANH,D12A,3,DissolvedOxygen
CEMP,3/25/2024,96,9.87,ANH,D12A,3,DissolvedOxygen
CEMP,3/26/2024,96,9.91,ANH,D12A,3,DissolvedOxygen
CEMP,3/27/2024,96,9.86,ANH,D12A,3,DissolvedOxygen
CEMP,3/28/2024,96,9.8,ANH,D12A,3,DissolvedOxygen
CEMP,3/29/2024,96,9.72,ANH,D12A,3,DissolvedOxygen
CEMP,3/30/2024,96,9.74,ANH,D12A,3,DissolvedOxygen
CEMP,3/31/2024,96,9.75,ANH,D12A,3,DissolvedOxygen
CEMP,4/1/2024,96,9.83,ANH,D12A,4,DissolvedOxygen
CEMP,4/2/2024,96,9.93,ANH,D12A,4,DissolvedOxygen
CEMP,4/3/2024,96,9.94,ANH,D12A,4,DissolvedOxygen
CEMP,4/4/2024,96,9.81,ANH,D12A,4,DissolvedOxygen
CEMP,4/5/2024,96,9.87,ANH,D12A,4,DissolvedOxygen
CEMP,4/6/2024,96,9.87,ANH,D12A,4,DissolvedOxygen
CEMP,4/7/2024,96,9.91,ANH,D12A,4,DissolvedOxygen
CEMP,4/8/2024,96,9.88,ANH,D12A,4,DissolvedOxygen
CEMP,4/9/2024,96,9.81,ANH,D12A,4,DissolvedOxygen
CEMP,4/10/2024,96,9.78,ANH,D12A,4,DissolvedOxygen
CEMP,4/11/2024,96,9.75,ANH,D12A,4,DissolvedOxygen
CEMP,4/12/2024,96,9.63,ANH,D12A,4,DissolvedOxygen
CEMP,4/13/2024,96,9.41,ANH,D12A,4,DissolvedOxygen
CEMP,4/14/2024,96,9.48,ANH,D12A,4,DissolvedOxygen
CEMP,4/15/2024,96,9.57,ANH,D12A,4,DissolvedOxygen
CEMP,4/16/2024,96,9.69,ANH,D12A,4,DissolvedOxygen
CEMP,4/17/2024,96,9.69,ANH,D12A,4,DissolvedOxygen
CEMP,4/18/2024,96,9.66,ANH,D12A,4,DissolvedOxygen
CEMP,4/19/2024,96,9.62,ANH,D12A,4,DissolvedOxygen
CEMP,4/20/2024,96,9.57,ANH,D12A,4,DissolvedOxygen
CEMP,4/21/2024,96,9.52,ANH,D12A,4,DissolvedOxygen
CEMP,4/22/2024,96,9.42,ANH,D12A,4,DissolvedOxygen
CEMP,4/23/2024,96,9.18,ANH,D12A,4,DissolvedOxygen
CEMP,4/24/2024,96,9.05,ANH,D12A,4,DissolvedOxygen
CEMP,4/25/2024,96,8.96,ANH,D12A,4,DissolvedOxygen
CEMP,4/26/2024,96,9.07,ANH,D12A,4,DissolvedOxygen
CEMP,4/27/2024,96,9.08,ANH,D12A,4,DissolvedOxygen
CEMP,4/28/2024,96,9.11,ANH,D12A,4,DissolvedOxygen
CEMP,4/29/2024,96,9.17,ANH,D12A,4,DissolvedOxygen
CEMP,4/30/2024,96,9.25,ANH,D12A,4,DissolvedOxygen
CEMP,5/1/2024,96,9.3,ANH,D12A,5,DissolvedOxygen
CEMP,5/2/2024,96,9.31,ANH,D12A,5,DissolvedOxygen
CEMP,5/3/2024,96,9.3,ANH,D12A,5,DissolvedOxygen
CEMP,5/4/2024,96,9.05,ANH,D12A,5,DissolvedOxygen
CEMP,5/5/2024,96,9.11,ANH,D12A,5,DissolvedOxygen
CEMP,5/6/2024,96,9.17,ANH,D12A,5,DissolvedOxygen
CEMP,5/7/2024,96,9.21,ANH,D12A,5,DissolvedOxygen
CEMP,5/8/2024,96,9.23,ANH,D12A,5,DissolvedOxygen
CEMP,5/9/2024,96,9.14,ANH,D12A,5,DissolvedOxygen
CEMP,5/10/2024,96,9.05,ANH,D12A,5,DissolvedOxygen
CEMP,5/11/2024,96,9,ANH,D12A,5,DissolvedOxygen
CEMP,5/12/2024,96,9.01,ANH,D12A,5,DissolvedOxygen
CEMP,5/13/2024,96,9.03,ANH,D12A,5,DissolvedOxygen
CEMP,5/14/2024,96,9.07,ANH,D12A,5,DissolvedOxygen
CEMP,5/15/2024,96,9.07,ANH,D12A,5,DissolvedOxygen
CEMP,5/16/2024,96,9.04,ANH,D12A,5,DissolvedOxygen
CEMP,5/17/2024,96,8.98,ANH,D12A,5,DissolvedOxygen
CEMP,5/18/2024,96,8.93,ANH,D12A,5,DissolvedOxygen
CEMP,5/19/2024,96,8.84,ANH,D12A,5,DissolvedOxygen
CEMP,5/20/2024,96,8.77,ANH,D12A,5,DissolvedOxygen
CEMP,5/21/2024,96,8.73,ANH,D12A,5,DissolvedOxygen
CEMP,5/22/2024,96,8.63,ANH,D12A,5,DissolvedOxygen
CEMP,5/23/2024,96,8.6,ANH,D12A,5,DissolvedOxygen
CEMP,5/24/2024,96,8.48,ANH,D12A,5,DissolvedOxygen
CEMP,5/25/2024,96,8.47,ANH,D12A,5,DissolvedOxygen
CEMP,5/26/2024,96,8.48,ANH,D12A,5,DissolvedOxygen
CEMP,5/27/2024,96,8.52,ANH,D12A,5,DissolvedOxygen
CEMP,5/28/2024,96,8.52,ANH,D12A,5,DissolvedOxygen
CEMP,5/29/2024,96,8.64,ANH,D12A,5,DissolvedOxygen
CEMP,5/30/2024,96,8.66,ANH,D12A,5,DissolvedOxygen
CEMP,5/31/2024,96,8.67,ANH,D12A,5,DissolvedOxygen
CEMP,6/1/2024,96,8.53,ANH,D12A,6,DissolvedOxygen
CEMP,6/2/2024,96,8.53,ANH,D12A,6,DissolvedOxygen
CEMP,6/3/2024,96,8.42,ANH,D12A,6,DissolvedOxygen
CEMP,6/4/2024,96,8.36,ANH,D12A,6,DissolvedOxygen
CEMP,6/5/2024,96,8.15,ANH,D12A,6,DissolvedOxygen
CEMP,6/6/2024,96,8.06,ANH,D12A,6,DissolvedOxygen
CEMP,6/7/2024,96,8.05,ANH,D12A,6,DissolvedOxygen
CEMP,6/8/2024,96,7.91,ANH,D12A,6,DissolvedOxygen
CEMP,6/9/2024,96,7.78,ANH,D12A,6,DissolvedOxygen
CEMP,6/10/2024,96,7.87,ANH,D12A,6,DissolvedOxygen
CEMP,6/11/2024,96,7.89,ANH,D12A,6,DissolvedOxygen
CEMP,6/12/2024,96,8,ANH,D12A,6,DissolvedOxygen
CEMP,6/13/2024,96,8.16,ANH,D12A,6,DissolvedOxygen
CEMP,6/14/2024,96,8.15,ANH,D12A,6,DissolvedOxygen
CEMP,6/15/2024,96,8.25,ANH,D12A,6,DissolvedOxygen
CEMP,6/16/2024,96,8.26,ANH,D12A,6,DissolvedOxygen
CEMP,6/17/2024,96,8.32,ANH,D12A,6,DissolvedOxygen
CEMP,6/18/2024,96,8.21,ANH,D12A,6,DissolvedOxygen
CEMP,6/19/2024,96,8.17,ANH,D12A,6,DissolvedOxygen
CEMP,6/20/2024,96,8.21,ANH,D12A,6,DissolvedOxygen
CEMP,6/21/2024,96,8.22,ANH,D12A,6,DissolvedOxygen
CEMP,6/22/2024,96,8.15,ANH,D12A,6,DissolvedOxygen
CEMP,6/23/2024,96,8.13,ANH,D12A,6,DissolvedOxygen
CEMP,6/24/2024,96,8.08,ANH,D12A,6,DissolvedOxygen
CEMP,6/25/2024,96,8.08,ANH,D12A,6,DissolvedOxygen
CEMP,6/26/2024,96,8.13,ANH,D12A,6,DissolvedOxygen
CEMP,6/27/2024,96,8.19,ANH,D12A,6,DissolvedOxygen
CEMP,6/28/2024,96,8.2,ANH,D12A,6,DissolvedOxygen
CEMP,6/29/2024,96,8.22,ANH,D12A,6,DissolvedOxygen
CEMP,6/30/2024,96,8.12,ANH,D12A,6,DissolvedOxygen
CEMP,7/1/2024,96,8.05,ANH,D12A,7,DissolvedOxygen
CEMP,7/2/2024,96,7.89,ANH,D12A,7,DissolvedOxygen
CEMP,7/3/2024,96,7.75,ANH,D12A,7,DissolvedOxygen
CEMP,7/4/2024,96,7.76,ANH,D12A,7,DissolvedOxygen
CEMP,7/5/2024,96,7.76,ANH,D12A,7,DissolvedOxygen
CEMP,7/6/2024,96,7.73,ANH,D12A,7,DissolvedOxygen
CEMP,7/7/2024,96,7.74,ANH,D12A,7,DissolvedOxygen
CEMP,7/8/2024,96,7.81,ANH,D12A,7,DissolvedOxygen
CEMP,7/9/2024,96,7.86,ANH,D12A,7,DissolvedOxygen
CEMP,7/10/2024,96,7.88,ANH,D12A,7,DissolvedOxygen
CEMP,7/11/2024,96,7.85,ANH,D12A,7,DissolvedOxygen
CEMP,7/12/2024,95,7.91,ANH,D12A,7,DissolvedOxygen
CEMP,7/13/2024,96,7.9,ANH,D12A,7,DissolvedOxygen
CEMP,7/14/2024,96,7.96,ANH,D12A,7,DissolvedOxygen
CEMP,7/15/2024,96,8.1,ANH,D12A,7,DissolvedOxygen
CEMP,7/16/2024,96,8.18,ANH,D12A,7,DissolvedOxygen
CEMP,7/17/2024,96,8.29,ANH,D12A,7,DissolvedOxygen
CEMP,7/18/2024,96,8.32,ANH,D12A,7,DissolvedOxygen
CEMP,7/19/2024,96,8.28,ANH,D12A,7,DissolvedOxygen
CEMP,7/20/2024,96,8.17,ANH,D12A,7,DissolvedOxygen
CEMP,7/21/2024,96,8.07,ANH,D12A,7,DissolvedOxygen
CEMP,7/22/2024,96,8.07,ANH,D12A,7,DissolvedOxygen
CEMP,7/23/2024,96,8.03,ANH,D12A,7,DissolvedOxygen
CEMP,7/24/2024,96,8.06,ANH,D12A,7,DissolvedOxygen
CEMP,7/25/2024,96,8.12,ANH,D12A,7,DissolvedOxygen
CEMP,7/26/2024,96,8.13,ANH,D12A,7,DissolvedOxygen
CEMP,7/27/2024,96,8.13,ANH,D12A,7,DissolvedOxygen
CEMP,7/28/2024,96,8.13,ANH,D12A,7,DissolvedOxygen
CEMP,7/29/2024,96,8.22,ANH,D12A,7,DissolvedOxygen
CEMP,7/30/2024,96,8.24,ANH,D12A,7,DissolvedOxygen
CEMP,7/31/2024,96,8.27,ANH,D12A,7,DissolvedOxygen
CEMP,8/1/2024,96,8.31,ANH,D12A,8,DissolvedOxygen
CEMP,8/2/2024,96,8.3,ANH,D12A,8,DissolvedOxygen
CEMP,8/3/2024,96,8.23,ANH,D12A,8,DissolvedOxygen
CEMP,8/4/2024,96,8.29,ANH,D12A,8,DissolvedOxygen
CEMP,8/5/2024,96,8.3,ANH,D12A,8,DissolvedOxygen
CEMP,8/6/2024,96,8.32,ANH,D12A,8,DissolvedOxygen
CEMP,8/7/2024,96,8.33,ANH,D12A,8,DissolvedOxygen
CEMP,8/8/2024,96,8.42,ANH,D12A,8,DissolvedOxygen
CEMP,8/9/2024,96,8.47,ANH,D12A,8,DissolvedOxygen
CEMP,8/10/2024,96,8.53,ANH,D12A,8,DissolvedOxygen
CEMP,8/11/2024,96,8.55,ANH,D12A,8,DissolvedOxygen
CEMP,8/12/2024,96,8.53,ANH,D12A,8,DissolvedOxygen
CEMP,8/13/2024,96,8.61,ANH,D12A,8,DissolvedOxygen
CEMP,8/14/2024,96,8.69,ANH,D12A,8,DissolvedOxygen
CEMP,8/15/2024,96,8.57,ANH,D12A,8,DissolvedOxygen
CEMP,8/16/2024,96,8.38,ANH,D12A,8,DissolvedOxygen
CEMP,8/17/2024,96,8.29,ANH,D12A,8,DissolvedOxygen
CEMP,8/18/2024,96,8.28,ANH,D12A,8,DissolvedOxygen
CEMP,8/19/2024,96,8.28,ANH,D12A,8,DissolvedOxygen
CEMP,8/20/2024,96,8.31,ANH,D12A,8,DissolvedOxygen
CEMP,8/21/2024,96,8.3,ANH,D12A,8,DissolvedOxygen
CEMP,8/22/2024,96,8.28,ANH,D12A,8,DissolvedOxygen
CEMP,8/23/2024,96,8.28,ANH,D12A,8,DissolvedOxygen
CEMP,8/24/2024,96,8.25,ANH,D12A,8,DissolvedOxygen
CEMP,8/25/2024,96,8.26,ANH,D12A,8,DissolvedOxygen
CEMP,8/26/2024,96,8.32,ANH,D12A,8,DissolvedOxygen
CEMP,8/27/2024,96,8.32,ANH,D12A,8,DissolvedOxygen
CEMP,8/28/2024,96,8.25,ANH,D12A,8,DissolvedOxygen
CEMP,8/29/2024,96,8.28,ANH,D12A,8,DissolvedOxygen
CEMP,8/30/2024,96,8.31,ANH,D12A,8,DissolvedOxygen
CEMP,8/31/2024,96,8.36,ANH,D12A,8,DissolvedOxygen
CEMP,9/1/2024,96,8.37,ANH,D12A,9,DissolvedOxygen
CEMP,9/2/2024,96,8.41,ANH,D12A,9,DissolvedOxygen
CEMP,9/3/2024,96,8.34,ANH,D12A,9,DissolvedOxygen
CEMP,9/4/2024,96,8.36,ANH,D12A,9,DissolvedOxygen
CEMP,9/5/2024,96,8.39,ANH,D12A,9,DissolvedOxygen
CEMP,9/6/2024,96,8.41,ANH,D12A,9,DissolvedOxygen
CEMP,9/7/2024,96,8.45,ANH,D12A,9,DissolvedOxygen
CEMP,9/8/2024,96,8.44,ANH,D12A,9,DissolvedOxygen
CEMP,9/9/2024,96,8.49,ANH,D12A,9,DissolvedOxygen
CEMP,9/10/2024,96,8.46,ANH,D12A,9,DissolvedOxygen
CEMP,9/11/2024,96,8.37,ANH,D12A,9,DissolvedOxygen
CEMP,9/12/2024,96,8.44,ANH,D12A,9,DissolvedOxygen
CEMP,9/13/2024,96,8.43,ANH,D12A,9,DissolvedOxygen
CEMP,9/14/2024,96,8.39,ANH,D12A,9,DissolvedOxygen
CEMP,9/15/2024,96,8.29,ANH,D12A,9,DissolvedOxygen
CEMP,9/16/2024,96,8.25,ANH,D12A,9,DissolvedOxygen
CEMP,9/17/2024,96,8.3,ANH,D12A,9,DissolvedOxygen
CEMP,9/18/2024,96,8.31,ANH,D12A,9,DissolvedOxygen
CEMP,9/19/2024,96,8.37,ANH,D12A,9,DissolvedOxygen
CEMP,9/20/2024,96,8.46,ANH,D12A,9,DissolvedOxygen
CEMP,9/21/2024,96,8.5,ANH,D12A,9,DissolvedOxygen
CEMP,9/22/2024,96,8.54,ANH,D12A,9,DissolvedOxygen
CEMP,9/23/2024,96,8.49,ANH,D12A,9,DissolvedOxygen
CEMP,9/24/2024,96,8.48,ANH,D12A,9,DissolvedOxygen
CEMP,9/25/2024,96,8.54,ANH,D12A,9,DissolvedOxygen
CEMP,9/26/2024,96,8.51,ANH,D12A,9,DissolvedOxygen
CEMP,9/27/2024,96,8.51,ANH,D12A,9,DissolvedOxygen
CEMP,9/28/2024,96,8.52,ANH,D12A,9,DissolvedOxygen
CEMP,9/29/2024,96,8.54,ANH,D12A,9,DissolvedOxygen
CEMP,9/30/2024,96,8.54,ANH,D12A,9,DissolvedOxygen
CEMP,10/1/2023,96,1.94,ANH,D12A,10,Fluorescence
